cbsa_code,cbsa_title,metro_area,county_fips,county_name
33180,"Middlesborough, KY",0,21013,"Bell County, Kentucky"
33220,"Midland, MI",1,26111,"Midland County, Michigan"
33260,"Midland, TX",1,48317,"Martin County, Texas"
33260,"Midland, TX",1,48329,"Midland County, Texas"
33300,"Milledgeville, GA",0,13009,"Baldwin County, Georgia"
33300,"Milledgeville, GA",0,13141,"Hancock County, Georgia"
33340,"Milwaukee-Waukesha, WI",1,55079,"Milwaukee County, Wisconsin"
33340,"Milwaukee-Waukesha, WI",1,55089,"Ozaukee County, Wisconsin"
33340,"Milwaukee-Waukesha, WI",1,55131,"Washington County, Wisconsin"
33340,"Milwaukee-Waukesha, WI",1,55133,"Waukesha County, Wisconsin"
33380,"Minden, LA",0,22119,"Webster Parish, Louisiana"
33420,"Mineral Wells, TX",0,48363,"Palo Pinto County, Texas"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27003,"Anoka County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27019,"Carver County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27025,"Chisago County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27037,"Dakota County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27053,"Hennepin County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27059,"Isanti County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27079,"Le Sueur County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27095,"Mille Lacs County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27123,"Ramsey County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27139,"Scott County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27141,"Sherburne County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27163,"Washington County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,27171,"Wright County, Minnesota"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,55093,"Pierce County, Wisconsin"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1,55109,"St. Croix County, Wisconsin"
33500,"Minot, ND",0,38049,"McHenry County, North Dakota"
33500,"Minot, ND",0,38075,"Renville County, North Dakota"
33500,"Minot, ND",0,38101,"Ward County, North Dakota"
33540,"Missoula, MT",1,30063,"Missoula County, Montana"
33580,"Mitchell, SD",0,46035,"Davison County, South Dakota"
33580,"Mitchell, SD",0,46061,"Hanson County, South Dakota"
33620,"Moberly, MO",0,29175,"Randolph County, Missouri"
33660,"Mobile, AL",1,01097,"Mobile County, Alabama"
33660,"Mobile, AL",1,01129,"Washington County, Alabama"
33700,"Modesto, CA",1,06099,"Stanislaus County, California"
33740,"Monroe, LA",1,22067,"Morehouse Parish, Louisiana"
33740,"Monroe, LA",1,22073,"Ouachita Parish, Louisiana"
33740,"Monroe, LA",1,22111,"Union Parish, Louisiana"
33780,"Monroe, MI",1,26115,"Monroe County, Michigan"
33860,"Montgomery, AL",1,01001,"Autauga County, Alabama"
33860,"Montgomery, AL",1,01051,"Elmore County, Alabama"
33860,"Montgomery, AL",1,01085,"Lowndes County, Alabama"
33860,"Montgomery, AL",1,01101,"Montgomery County, Alabama"
33940,"Montrose, CO",0,08085,"Montrose County, Colorado"
33940,"Montrose, CO",0,08091,"Ouray County, Colorado"
33980,"Morehead City, NC",0,37031,"Carteret County, North Carolina"
34020,"Morgan City, LA",0,22101,"St. Mary Parish, Louisiana"
34060,"Morgantown, WV",1,54061,"Monongalia County, West Virginia"
34060,"Morgantown, WV",1,54077,"Preston County, West Virginia"
34100,"Morristown, TN",1,47057,"Grainger County, Tennessee"
34100,"Morristown, TN",1,47063,"Hamblen County, Tennessee"
34100,"Morristown, TN",1,47089,"Jefferson County, Tennessee"
34140,"Moscow, ID",0,16057,"Latah County, Idaho"
34180,"Moses Lake, WA",0,53025,"Grant County, Washington"
34220,"Moultrie, GA",0,13071,"Colquitt County, Georgia"
34260,"Mountain Home, AR",0,05005,"Baxter County, Arkansas"
34300,"Mountain Home, ID",0,16039,"Elmore County, Idaho"
34340,"Mount Airy, NC",0,37171,"Surry County, North Carolina"
34350,"Mount Gay-Shamrock, WV",0,54045,"Logan County, West Virginia"
34380,"Mount Pleasant, MI",0,26073,"Isabella County, Michigan"
34420,"Mount Pleasant, TX",0,48063,"Camp County, Texas"
34420,"Mount Pleasant, TX",0,48449,"Titus County, Texas"
34460,"Mount Sterling, KY",0,21011,"Bath County, Kentucky"
34460,"Mount Sterling, KY",0,21165,"Menifee County, Kentucky"
34460,"Mount Sterling, KY",0,21173,"Montgomery County, Kentucky"
34500,"Mount Vernon, IL",0,17081,"Jefferson County, Illinois"
34540,"Mount Vernon, OH",0,39083,"Knox County, Ohio"
34580,"Mount Vernon-Anacortes, WA",1,53057,"Skagit County, Washington"
34620,"Muncie, IN",1,18035,"Delaware County, Indiana"
34660,"Murray, KY",0,21035,"Calloway County, Kentucky"
34700,"Muscatine, IA",0,19139,"Muscatine County, Iowa"
34740,"Muskegon, MI",1,26121,"Muskegon County, Michigan"
34780,"Muskogee, OK",0,40101,"Muskogee County, Oklahoma"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1,37019,"Brunswick County, North Carolina"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1,45051,"Horry County, South Carolina"
34860,"Nacogdoches, TX",0,48347,"Nacogdoches County, Texas"
34900,"Napa, CA",1,06055,"Napa County, California"
34940,"Naples-Marco Island, FL",1,12021,"Collier County, Florida"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47015,"Cannon County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47021,"Cheatham County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47037,"Davidson County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47043,"Dickson County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47111,"Macon County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47119,"Maury County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47147,"Robertson County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47149,"Rutherford County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47159,"Smith County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47165,"Sumner County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47169,"Trousdale County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47187,"Williamson County, Tennessee"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,47189,"Wilson County, Tennessee"
35020,"Natchez, MS-LA",0,22029,"Concordia Parish, Louisiana"
35020,"Natchez, MS-LA",0,28001,"Adams County, Mississippi"
35060,"Natchitoches, LA",0,22069,"Natchitoches Parish, Louisiana"
35100,"New Bern, NC",1,37049,"Craven County, North Carolina"
35100,"New Bern, NC",1,37103,"Jones County, North Carolina"
35100,"New Bern, NC",1,37137,"Pamlico County, North Carolina"
35140,"Newberry, SC",0,45071,"Newberry County, South Carolina"
35220,"New Castle, IN",0,18065,"Henry County, Indiana"
35260,"New Castle, PA",0,42073,"Lawrence County, Pennsylvania"
35300,"New Haven-Milford, CT",1,09009,"New Haven County, Connecticut"
35380,"New Orleans-Metairie, LA",1,22051,"Jefferson Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22071,"Orleans Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22075,"Plaquemines Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22087,"St. Bernard Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22089,"St. Charles Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22093,"St. James Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22095,"St. John the Baptist Parish, Louisiana"
35380,"New Orleans-Metairie, LA",1,22103,"St. Tammany Parish, Louisiana"
35420,"New Philadelphia-Dover, OH",0,39157,"Tuscarawas County, Ohio"
35440,"Newport, OR",0,41041,"Lincoln County, Oregon"
35460,"Newport, TN",0,47029,"Cocke County, Tennessee"
35580,"New Ulm, MN",0,27015,"Brown County, Minnesota"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34003,"Bergen County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34013,"Essex County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34017,"Hudson County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34019,"Hunterdon County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34023,"Middlesex County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34025,"Monmouth County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34027,"Morris County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34029,"Ocean County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34031,"Passaic County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34035,"Somerset County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34037,"Sussex County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,34039,"Union County, New Jersey"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36005,"Bronx County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36047,"Kings County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36059,"Nassau County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36061,"New York County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36079,"Putnam County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36081,"Queens County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36085,"Richmond County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36087,"Rockland County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36103,"Suffolk County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,36119,"Westchester County, New York"
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,42103,"Pike County, Pennsylvania"
35660,"Niles, MI",1,26021,"Berrien County, Michigan"
35700,"Nogales, AZ",0,04023,"Santa Cruz County, Arizona"
35740,"Norfolk, NE",0,31119,"Madison County, Nebraska"
35740,"Norfolk, NE",0,31139,"Pierce County, Nebraska"
35740,"Norfolk, NE",0,31167,"Stanton County, Nebraska"
35820,"North Platte, NE",0,31111,"Lincoln County, Nebraska"
35820,"North Platte, NE",0,31113,"Logan County, Nebraska"
35820,"North Platte, NE",0,31117,"McPherson County, Nebraska"
35840,"North Port-Sarasota-Bradenton, FL",1,12081,"Manatee County, Florida"
35840,"North Port-Sarasota-Bradenton, FL",1,12115,"Sarasota County, Florida"
35860,"North Vernon, IN",0,18079,"Jennings County, Indiana"
35900,"North Wilkesboro, NC",0,37193,"Wilkes County, North Carolina"
35940,"Norwalk, OH",0,39077,"Huron County, Ohio"
35980,"Norwich-New London, CT",1,09011,"New London County, Connecticut"
36020,"Oak Harbor, WA",0,53029,"Island County, Washington"
36100,"Ocala, FL",1,12083,"Marion County, Florida"
36140,"Ocean City, NJ",1,34009,"Cape May County, New Jersey"
36220,"Odessa, TX",1,48135,"Ector County, Texas"
36260,"Ogden-Clearfield, UT",1,49003,"Box Elder County, Utah"
36260,"Ogden-Clearfield, UT",1,49011,"Davis County, Utah"
36260,"Ogden-Clearfield, UT",1,49029,"Morgan County, Utah"
36260,"Ogden-Clearfield, UT",1,49057,"Weber County, Utah"
36300,"Ogdensburg-Massena, NY",0,36089,"St. Lawrence County, New York"
36340,"Oil City, PA",0,42121,"Venango County, Pennsylvania"
36380,"Okeechobee, FL",0,12093,"Okeechobee County, Florida"
36420,"Oklahoma City, OK",1,40017,"Canadian County, Oklahoma"
36420,"Oklahoma City, OK",1,40027,"Cleveland County, Oklahoma"
36420,"Oklahoma City, OK",1,40051,"Grady County, Oklahoma"
36420,"Oklahoma City, OK",1,40081,"Lincoln County, Oklahoma"
36420,"Oklahoma City, OK",1,40083,"Logan County, Oklahoma"
36420,"Oklahoma City, OK",1,40087,"McClain County, Oklahoma"
36420,"Oklahoma City, OK",1,40109,"Oklahoma County, Oklahoma"
36460,"Olean, NY",0,36009,"Cattaraugus County, New York"
36500,"Olympia-Lacey-Tumwater, WA",1,53067,"Thurston County, Washington"
36540,"Omaha-Council Bluffs, NE-IA",1,19085,"Harrison County, Iowa"
36540,"Omaha-Council Bluffs, NE-IA",1,19129,"Mills County, Iowa"
36540,"Omaha-Council Bluffs, NE-IA",1,19155,"Pottawattamie County, Iowa"
36540,"Omaha-Council Bluffs, NE-IA",1,31025,"Cass County, Nebraska"
36540,"Omaha-Council Bluffs, NE-IA",1,31055,"Douglas County, Nebraska"
36540,"Omaha-Council Bluffs, NE-IA",1,31153,"Sarpy County, Nebraska"
36540,"Omaha-Council Bluffs, NE-IA",1,31155,"Saunders County, Nebraska"
36540,"Omaha-Council Bluffs, NE-IA",1,31177,"Washington County, Nebraska"
36580,"Oneonta, NY",0,36077,"Otsego County, New York"
36620,"Ontario, OR-ID",0,16075,"Payette County, Idaho"
36620,"Ontario, OR-ID",0,41045,"Malheur County, Oregon"
36660,"Opelousas, LA",0,22097,"St. Landry Parish, Louisiana"
36700,"Orangeburg, SC",0,45075,"Orangeburg County, South Carolina"
36740,"Orlando-Kissimmee-Sanford, FL",1,12069,"Lake County, Florida"
36740,"Orlando-Kissimmee-Sanford, FL",1,12095,"Orange County, Florida"
36740,"Orlando-Kissimmee-Sanford, FL",1,12097,"Osceola County, Florida"
36740,"Orlando-Kissimmee-Sanford, FL",1,12117,"Seminole County, Florida"
36780,"Oshkosh-Neenah, WI",1,55139,"Winnebago County, Wisconsin"
36820,"Oskaloosa, IA",0,19123,"Mahaska County, Iowa"
36830,"Othello, WA",0,53001,"Adams County, Washington"
36837,"Ottawa, IL",0,17011,"Bureau County, Illinois"
36837,"Ottawa, IL",0,17099,"LaSalle County, Illinois"
36837,"Ottawa, IL",0,17155,"Putnam County, Illinois"
36840,"Ottawa, KS",0,20059,"Franklin County, Kansas"
36900,"Ottumwa, IA",0,19179,"Wapello County, Iowa"
36940,"Owatonna, MN",0,27147,"Steele County, Minnesota"
36980,"Owensboro, KY",1,21059,"Daviess County, Kentucky"
36980,"Owensboro, KY",1,21091,"Hancock County, Kentucky"
36980,"Owensboro, KY",1,21149,"McLean County, Kentucky"
37060,"Oxford, MS",0,28071,"Lafayette County, Mississippi"
37100,"Oxnard-Thousand Oaks-Ventura, CA",1,06111,"Ventura County, California"
37120,"Ozark, AL",0,01045,"Dale County, Alabama"
37140,"Paducah, KY-IL",0,17127,"Massac County, Illinois"
37140,"Paducah, KY-IL",0,21007,"Ballard County, Kentucky"
37140,"Paducah, KY-IL",0,21139,"Livingston County, Kentucky"
37140,"Paducah, KY-IL",0,21145,"McCracken County, Kentucky"
37220,"Pahrump, NV",0,32023,"Nye County, Nevada"
37260,"Palatka, FL",0,12107,"Putnam County, Florida"
37300,"Palestine, TX",0,48001,"Anderson County, Texas"
37340,"Palm Bay-Melbourne-Titusville, FL",1,12009,"Brevard County, Florida"
37420,"Pampa, TX",0,48179,"Gray County, Texas"
37420,"Pampa, TX",0,48393,"Roberts County, Texas"
37460,"Panama City, FL",1,12005,"Bay County, Florida"
37500,"Paragould, AR",0,05055,"Greene County, Arkansas"
37540,"Paris, TN",0,47079,"Henry County, Tennessee"
37580,"Paris, TX",0,48277,"Lamar County, Texas"
37620,"Parkersburg-Vienna, WV",1,54105,"Wirt County, West Virginia"
37620,"Parkersburg-Vienna, WV",1,54107,"Wood County, West Virginia"
37660,"Parsons, KS",0,20099,"Labette County, Kansas"
37740,"Payson, AZ",0,04007,"Gila County, Arizona"
37770,"Pearsall, TX",0,48163,"Frio County, Texas"
37780,"Pecos, TX",0,48301,"Loving County, Texas"
37780,"Pecos, TX",0,48389,"Reeves County, Texas"
37800,"Pella, IA",0,19125,"Marion County, Iowa"
37860,"Pensacola-Ferry Pass-Brent, FL",1,12033,"Escambia County, Florida"
37860,"Pensacola-Ferry Pass-Brent, FL",1,12113,"Santa Rosa County, Florida"
37900,"Peoria, IL",1,17057,"Fulton County, Illinois"
37900,"Peoria, IL",1,17123,"Marshall County, Illinois"
37900,"Peoria, IL",1,17143,"Peoria County, Illinois"
37900,"Peoria, IL",1,17175,"Stark County, Illinois"
37900,"Peoria, IL",1,17179,"Tazewell County, Illinois"
37900,"Peoria, IL",1,17203,"Woodford County, Illinois"
37940,"Peru, IN",0,18103,"Miami County, Indiana"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,10003,"New Castle County, Delaware"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,24015,"Cecil County, Maryland"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,34005,"Burlington County, New Jersey"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,34007,"Camden County, New Jersey"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,34015,"Gloucester County, New Jersey"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,34033,"Salem County, New Jersey"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,42017,"Bucks County, Pennsylvania"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,42029,"Chester County, Pennsylvania"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,42045,"Delaware County, Pennsylvania"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,42091,"Montgomery County, Pennsylvania"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,42101,"Philadelphia County, Pennsylvania"
38060,"Phoenix-Mesa-Chandler, AZ",1,04013,"Maricopa County, Arizona"
38060,"Phoenix-Mesa-Chandler, AZ",1,04021,"Pinal County, Arizona"
38100,"Picayune, MS",0,28109,"Pearl River County, Mississippi"
38180,"Pierre, SD",0,46065,"Hughes County, South Dakota"
38180,"Pierre, SD",0,46117,"Stanley County, South Dakota"
38220,"Pine Bluff, AR",1,05025,"Cleveland County, Arkansas"
38220,"Pine Bluff, AR",1,05069,"Jefferson County, Arkansas"
38220,"Pine Bluff, AR",1,05079,"Lincoln County, Arkansas"
38240,"Pinehurst-Southern Pines, NC",0,37125,"Moore County, North Carolina"
38260,"Pittsburg, KS",0,20037,"Crawford County, Kansas"
38300,"Pittsburgh, PA",1,42003,"Allegheny County, Pennsylvania"
38300,"Pittsburgh, PA",1,42005,"Armstrong County, Pennsylvania"
38300,"Pittsburgh, PA",1,42007,"Beaver County, Pennsylvania"
38300,"Pittsburgh, PA",1,42019,"Butler County, Pennsylvania"
38300,"Pittsburgh, PA",1,42051,"Fayette County, Pennsylvania"
38300,"Pittsburgh, PA",1,42125,"Washington County, Pennsylvania"
38300,"Pittsburgh, PA",1,42129,"Westmoreland County, Pennsylvania"
38340,"Pittsfield, MA",1,25003,"Berkshire County, Massachusetts"
38380,"Plainview, TX",0,48189,"Hale County, Texas"
38420,"Platteville, WI",0,55043,"Grant County, Wisconsin"
38460,"Plattsburgh, NY",0,36019,"Clinton County, New York"
38500,"Plymouth, IN",0,18099,"Marshall County, Indiana"
38540,"Pocatello, ID",1,16005,"Bannock County, Idaho"
38540,"Pocatello, ID",1,16077,"Power County, Idaho"
38580,"Point Pleasant, WV-OH",0,39053,"Gallia County, Ohio"
38580,"Point Pleasant, WV-OH",0,54053,"Mason County, West Virginia"
38620,"Ponca City, OK",0,40071,"Kay County, Oklahoma"
38660,"Ponce, PR",1,72001,"Adjuntas Municipio, Puerto Rico"
38660,"Ponce, PR",1,72075,"Juana Díaz Municipio, Puerto Rico"
38660,"Ponce, PR",1,72113,"Ponce Municipio, Puerto Rico"
38660,"Ponce, PR",1,72149,"Villalba Municipio, Puerto Rico"
38700,"Pontiac, IL",0,17105,"Livingston County, Illinois"
38740,"Poplar Bluff, MO",0,29023,"Butler County, Missouri"
38740,"Poplar Bluff, MO",0,29181,"Ripley County, Missouri"
38780,"Portales, NM",0,35041,"Roosevelt County, New Mexico"
38820,"Port Angeles, WA",0,53009,"Clallam County, Washington"
38860,"Portland-South Portland, ME",1,23005,"Cumberland County, Maine"
38860,"Portland-South Portland, ME",1,23023,"Sagadahoc County, Maine"
38860,"Portland-South Portland, ME",1,23031,"York County, Maine"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,41005,"Clackamas County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,41009,"Columbia County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,41051,"Multnomah County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,41067,"Washington County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,41071,"Yamhill County, Oregon"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,53011,"Clark County, Washington"
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,53059,"Skamania County, Washington"
38920,"Port Lavaca, TX",0,48057,"Calhoun County, Texas"
38940,"Port St. Lucie, FL",1,12085,"Martin County, Florida"
38940,"Port St. Lucie, FL",1,12111,"St. Lucie County, Florida"
39020,"Portsmouth, OH",0,39145,"Scioto County, Ohio"
39060,"Pottsville, PA",0,42107,"Schuylkill County, Pennsylvania"
39100,"Poughkeepsie-Newburgh-Middletown, NY",1,36027,"Dutchess County, New York"
39100,"Poughkeepsie-Newburgh-Middletown, NY",1,36071,"Orange County, New York"
39150,"Prescott Valley-Prescott, AZ",1,04025,"Yavapai County, Arizona"
39220,"Price, UT",0,49007,"Carbon County, Utah"
39260,"Prineville, OR",0,41013,"Crook County, Oregon"
39300,"Providence-Warwick, RI-MA",1,25005,"Bristol County, Massachusetts"
39300,"Providence-Warwick, RI-MA",1,44001,"Bristol County, Rhode Island"
39300,"Providence-Warwick, RI-MA",1,44003,"Kent County, Rhode Island"
39300,"Providence-Warwick, RI-MA",1,44005,"Newport County, Rhode Island"
39300,"Providence-Warwick, RI-MA",1,44007,"Providence County, Rhode Island"
39300,"Providence-Warwick, RI-MA",1,44009,"Washington County, Rhode Island"
39340,"Provo-Orem, UT",1,49023,"Juab County, Utah"
39340,"Provo-Orem, UT",1,49049,"Utah County, Utah"
39380,"Pueblo, CO",1,08101,"Pueblo County, Colorado"
39420,"Pullman, WA",0,53075,"Whitman County, Washington"
39460,"Punta Gorda, FL",1,12015,"Charlotte County, Florida"
39500,"Quincy, IL-MO",0,17001,"Adams County, Illinois"
39500,"Quincy, IL-MO",0,29111,"Lewis County, Missouri"
39540,"Racine, WI",1,55101,"Racine County, Wisconsin"
39580,"Raleigh-Cary, NC",1,37069,"Franklin County, North Carolina"
39580,"Raleigh-Cary, NC",1,37101,"Johnston County, North Carolina"
39580,"Raleigh-Cary, NC",1,37183,"Wake County, North Carolina"
39660,"Rapid City, SD",1,46093,"Meade County, South Dakota"
39660,"Rapid City, SD",1,46103,"Pennington County, South Dakota"
39700,"Raymondville, TX",0,48489,"Willacy County, Texas"
39740,"Reading, PA",1,42011,"Berks County, Pennsylvania"
39780,"Red Bluff, CA",0,06103,"Tehama County, California"
39820,"Redding, CA",1,06089,"Shasta County, California"
39860,"Red Wing, MN",0,27049,"Goodhue County, Minnesota"
39900,"Reno, NV",1,32029,"Storey County, Nevada"
39900,"Reno, NV",1,32031,"Washoe County, Nevada"
39940,"Rexburg, ID",0,16043,"Fremont County, Idaho"
39940,"Rexburg, ID",0,16065,"Madison County, Idaho"
39980,"Richmond, IN",0,18177,"Wayne County, Indiana"
40060,"Richmond, VA",1,51007,"Amelia County, Virginia"
40060,"Richmond, VA",1,51036,"Charles City County, Virginia"
40060,"Richmond, VA",1,51041,"Chesterfield County, Virginia"
40060,"Richmond, VA",1,51053,"Dinwiddie County, Virginia"
40060,"Richmond, VA",1,51075,"Goochland County, Virginia"
40060,"Richmond, VA",1,51085,"Hanover County, Virginia"
40060,"Richmond, VA",1,51087,"Henrico County, Virginia"
40060,"Richmond, VA",1,51097,"King and Queen County, Virginia"
40060,"Richmond, VA",1,51101,"King William County, Virginia"
40060,"Richmond, VA",1,51127,"New Kent County, Virginia"
40060,"Richmond, VA",1,51145,"Powhatan County, Virginia"
40060,"Richmond, VA",1,51149,"Prince George County, Virginia"
40060,"Richmond, VA",1,51183,"Sussex County, Virginia"
40060,"Richmond, VA",1,51570,"Colonial Heights city, Virginia"
40060,"Richmond, VA",1,51670,"Hopewell city, Virginia"
40060,"Richmond, VA",1,51730,"Petersburg city, Virginia"
40060,"Richmond, VA",1,51760,"Richmond city, Virginia"
40080,"Richmond-Berea, KY",0,21065,"Estill County, Kentucky"
40080,"Richmond-Berea, KY",0,21151,"Madison County, Kentucky"
40100,"Rio Grande City-Roma, TX",0,48427,"Starr County, Texas"
40140,"Riverside-San Bernardino-Ontario, CA",1,06065,"Riverside County, California"
40140,"Riverside-San Bernardino-Ontario, CA",1,06071,"San Bernardino County, California"
40180,"Riverton, WY",0,56013,"Fremont County, Wyoming"
40220,"Roanoke, VA",1,51023,"Botetourt County, Virginia"
40220,"Roanoke, VA",1,51045,"Craig County, Virginia"
40220,"Roanoke, VA",1,51067,"Franklin County, Virginia"
40220,"Roanoke, VA",1,51161,"Roanoke County, Virginia"
40220,"Roanoke, VA",1,51770,"Roanoke city, Virginia"
40220,"Roanoke, VA",1,51775,"Salem city, Virginia"
40260,"Roanoke Rapids, NC",0,37083,"Halifax County, North Carolina"
40260,"Roanoke Rapids, NC",0,37131,"Northampton County, North Carolina"
40300,"Rochelle, IL",0,17141,"Ogle County, Illinois"
40340,"Rochester, MN",1,27039,"Dodge County, Minnesota"
40340,"Rochester, MN",1,27045,"Fillmore County, Minnesota"
40340,"Rochester, MN",1,27109,"Olmsted County, Minnesota"
40340,"Rochester, MN",1,27157,"Wabasha County, Minnesota"
40380,"Rochester, NY",1,36051,"Livingston County, New York"
40380,"Rochester, NY",1,36055,"Monroe County, New York"
40380,"Rochester, NY",1,36069,"Ontario County, New York"
40380,"Rochester, NY",1,36073,"Orleans County, New York"
40380,"Rochester, NY",1,36117,"Wayne County, New York"
40380,"Rochester, NY",1,36123,"Yates County, New York"
40420,"Rockford, IL",1,17007,"Boone County, Illinois"
40420,"Rockford, IL",1,17201,"Winnebago County, Illinois"
40460,"Rockingham, NC",0,37153,"Richmond County, North Carolina"
40530,"Rockport, TX",0,48007,"Aransas County, Texas"
40540,"Rock Springs, WY",0,56037,"Sweetwater County, Wyoming"
40580,"Rocky Mount, NC",1,37065,"Edgecombe County, North Carolina"
40580,"Rocky Mount, NC",1,37127,"Nash County, North Carolina"
40620,"Rolla, MO",0,29161,"Phelps County, Missouri"
40660,"Rome, GA",1,13115,"Floyd County, Georgia"
40700,"Roseburg, OR",0,41019,"Douglas County, Oregon"
40740,"Roswell, NM",0,35005,"Chaves County, New Mexico"
40760,"Ruidoso, NM",0,35027,"Lincoln County, New Mexico"
40780,"Russellville, AR",0,05115,"Pope County, Arkansas"
40780,"Russellville, AR",0,05149,"Yell County, Arkansas"
40820,"Ruston, LA",0,22061,"Lincoln Parish, Louisiana"
40860,"Rutland, VT",0,50021,"Rutland County, Vermont"
40900,"Sacramento-Roseville-Folsom, CA",1,06017,"El Dorado County, California"
