"GeoFips","GeoName","2019","2020"
"42031","Clarion, PA",19165,18208
"42033","Clearfield, PA",39452,37339
"42035","Clinton, PA",18473,17189
"42037","Columbia, PA",34556,32279
"42039","Crawford, PA",41947,39715
"42041","Cumberland, PA",180334,171345
"42043","Dauphin, PA",232990,219692
"42045","Delaware, PA",327833,305334
"42047","Elk, PA",17959,16150
"42049","Erie, PA",157567,146725
"42051","Fayette, PA",53646,49883
"42053","Forest, PA",2741,2617
"42055","Franklin, PA",80836,76727
"42057","Fulton, PA",8125,7184
"42059","Greene, PA",17768,16069
"42061","Huntingdon, PA",18419,17273
"42063","Indiana, PA",42809,39440
"42065","Jefferson, PA",21923,20407
"42067","Juniata, PA",10795,10366
"42069","Lackawanna, PA",125763,117584
"42071","Lancaster, PA",342594,323524
"42073","Lawrence, PA",39824,37342
"42075","Lebanon, PA",69218,65224
"42077","Lehigh, PA",249338,233681
"42079","Luzerne, PA",185592,174282
"42081","Lycoming, PA",67737,63493
"42083","McKean, PA",19684,18473
"42085","Mercer, PA",59913,55520
"42087","Mifflin, PA",22117,21175
"42089","Monroe, PA",79562,72859
"42091","Montgomery, PA",687721,650008
"42093","Montour, PA",18523,18447
"42095","Northampton, PA",162862,153608
"42097","Northumberland, PA",37189,34783
"42099","Perry, PA",14023,13573
"42101","Philadelphia, PA",940840,875448
"42103","Pike, PA",18809,17534
"42105","Potter, PA",7993,7566
"42107","Schuylkill, PA",63779,60527
"42109","Snyder, PA",22301,20956
"42111","Somerset, PA",33807,31687
"42113","Sullivan, PA",2663,2515
"42115","Susquehanna, PA",16172,15111
"42117","Tioga, PA",19134,18152
"42119","Union, PA",24007,22627
"42121","Venango, PA",23701,22275
"42123","Warren, PA",19713,18504
"42125","Washington, PA",120857,111443
"42127","Wayne, PA",23033,21611
"42129","Westmoreland, PA",180841,168760
"42131","Wyoming, PA",13426,12734
"42133","York, PA",240769,226006
"44001","Bristol, RI",23508,21944
"44003","Kent, RI",102143,93738
"44005","Newport, RI",60596,55554
"44007","Providence, RI",383480,355087
"44009","Washington, RI",81287,76266
"45001","Abbeville, SC",8722,8394
"45003","Aiken, SC",85416,81095
"45005","Allendale, SC",3735,3512
"45007","Anderson, SC",92195,89092
"45009","Bamberg, SC",5671,5352
"45011","Barnwell, SC",8162,7559
"45013","Beaufort, SC",114914,108386
"45015","Berkeley, SC",87171,85511
"45017","Calhoun, SC",6636,6469
"45019","Charleston, SC",360255,338766
"45021","Cherokee, SC",26574,24754
"45023","Chester, SC",13129,12656
"45025","Chesterfield, SC",20236,18990
"45027","Clarendon, SC",11316,10955
"45029","Colleton, SC",16719,15972
"45031","Darlington, SC",27854,26420
"45033","Dillon, SC",12039,11904
"45035","Dorchester, SC",58038,55141
"45037","Edgefield, SC",8837,8314
"45039","Fairfield, SC",8393,8127
"45041","Florence, SC",88702,85321
"45043","Georgetown, SC",35671,34429
"45045","Greenville, SC",377929,358551
"45047","Greenwood, SC",38145,36174
"45049","Hampton, SC",7049,6708
"45051","Horry, SC",190787,176641
"45053","Jasper, SC",14689,14219
"45055","Kershaw, SC",26358,25063
"45057","Lancaster, SC",37856,36722
"45059","Laurens, SC",29006,27207
"45061","Lee, SC",5582,5581
"45063","Lexington, SC",165760,160826
"45065","McCormick, SC",2796,2618
"45067","Marion, SC",10310,10071
"45069","Marlboro, SC",9156,8724
"45071","Newberry, SC",19153,18802
"45073","Oconee, SC",34570,33355
"45075","Orangeburg, SC",40031,37846
"45077","Pickens, SC",53608,50984
"45079","Richland, SC",299381,285542
"45081","Saluda, SC",7258,7413
"45083","Spartanburg, SC",193494,188194
"45085","Sumter, SC",55999,54175
"45087","Union, SC",10815,9789
"45089","Williamsburg, SC",12228,11193
"45091","York, SC",140582,136030
"46003","Aurora, SD",1697,1647
"46005","Beadle, SD",11778,11263
"46007","Bennett, SD",1393,1373
"46009","Bon Homme, SD",3182,3146
"46011","Brookings, SD",24920,23597
"46013","Brown, SD",28624,27588
"46015","Brule, SD",3354,3301
"46017","Buffalo, SD",673,669
"46019","Butte, SD",5166,4952
"46021","Campbell, SD",917,917
"46023","Charles Mix, SD",5480,5394
"46025","Clark, SD",2139,2360
"46027","Clay, SD",9217,8691
"46029","Codington, SD",21524,20779
"46031","Corson, SD",1379,1388
"46033","Custer, SD",4510,4257
"46035","Davison, SD",15882,15274
"46037","Day, SD",3400,3346
"46039","Deuel, SD",2716,2897
"46041","Dewey, SD",3027,3177
"46043","Douglas, SD",2039,1995
"46045","Edmunds, SD",2346,2336
"46047","Fall River, SD",3995,3885
"46049","Faulk, SD",1375,1353
"46051","Grant, SD",5600,5460
"46053","Gregory, SD",2799,2771
"46055","Haakon, SD",1584,1591
"46057","Hamlin, SD",3369,3434
"46059","Hand, SD",2508,2482
"46061","Hanson, SD",1545,1541
"46063","Harding, SD",1152,1116
"46065","Hughes, SD",13904,13419
"46067","Hutchinson, SD",4528,4482
"46069","Hyde, SD",977,989
"46071","Jackson, SD",1392,1354
"46073","Jerauld, SD",2081,2199
"46075","Jones, SD",822,784
"46077","Kingsbury, SD",3146,3120
"46079","Lake, SD",7575,7300
"46081","Lawrence, SD",17939,17349
"46083","Lincoln, SD",36556,36448
"46085","Lyman, SD",2300,2256
"46087","McCook, SD",2796,2724
"46089","McPherson, SD",1264,1251
"46091","Marshall, SD",2671,2693
"46093","Meade, SD",13378,13143
"46095","Mellette, SD",786,751
"46097","Miner, SD",1553,1503
"46099","Minnehaha, SD",164807,159801
"46101","Moody, SD",3546,3464
"46102","Oglala Lakota, SD*",4848,5221
"46103","Pennington, SD",80521,77998
"46105","Perkins, SD",2077,2023
"46107","Potter, SD",1527,1500
"46109","Roberts, SD",5632,5493
"46111","Sanborn, SD",1284,1303
"46115","Spink, SD",3991,3878
"46117","Stanley, SD",2007,1995
"46119","Sully, SD",1388,1455
"46121","Todd, SD",3677,3560
"46123","Tripp, SD",3959,3862
"46125","Turner, SD",4232,4189
"46127","Union, SD",13546,13020
"46129","Walworth, SD",3220,3192
"46135","Yankton, SD",16907,16169
"46137","Ziebach, SD",695,688
"47001","Anderson, TN",50655,49961
"47003","Bedford, TN",23903,23236
"47005","Benton, TN",6621,6393
"47007","Bledsoe, TN",3583,3536
"47009","Blount, TN",71082,68193
"47011","Bradley, TN",60096,59428
"47013","Campbell, TN",13703,13570
"47015","Cannon, TN",4818,4882
"47017","Carroll, TN",11074,10615
"47019","Carter, TN",18052,17843
"47021","Cheatham, TN",15641,15283
"47023","Chester, TN",6307,6112
"47025","Claiborne, TN",13839,13262
"47027","Clay, TN",3007,2930
"47029","Cocke, TN",11614,11021
"47031","Coffee, TN",35342,34452
"47033","Crockett, TN",6011,5963
"47035","Cumberland, TN",26847,26036
"47037","Davidson, TN",680668,640898
"47039","Decatur, TN",5487,5325
"47041","DeKalb, TN",9316,8968
"47043","Dickson, TN",26815,25651
"47045","Dyer, TN",21147,20251
"47047","Fayette, TN",15767,15471
"47049","Fentress, TN",8379,8288
"47051","Franklin, TN",18244,17447
"47053","Gibson, TN",21318,20698
"47055","Giles, TN",15649,14925
"47057","Grainger, TN",7441,7493
"47059","Greene, TN",35802,34154
"47061","Grundy, TN",4424,4344
"47063","Hamblen, TN",40532,39454
"47065","Hamilton, TN",272403,262133
"47067","Hancock, TN",1941,1902
"47069","Hardeman, TN",9953,9627
"47071","Hardin, TN",11838,11590
"47073","Hawkins, TN",19453,18589
"47075","Haywood, TN",7705,7724
"47077","Henderson, TN",12288,11833
"47079","Henry, TN",16699,16015
"47081","Hickman, TN",7194,7253
"47083","Houston, TN",2694,2626
"47085","Humphreys, TN",8851,8506
"47087","Jackson, TN",3167,3209
"47089","Jefferson, TN",20444,20100
"47091","Johnson, TN",6544,6517
"47093","Knox, TN",324652,314408
"47095","Lake, TN",1966,1928
"47097","Lauderdale, TN",9280,9111
"47099","Lawrence, TN",17886,17566
"47101","Lewis, TN",4713,4786
"47103","Lincoln, TN",16197,14818
"47105","Loudon, TN",23963,24329
"47107","McMinn, TN",26056,25048
"47109","McNairy, TN",8938,8707
"47111","Macon, TN",8780,8703
"47113","Madison, TN",74783,72378
"47115","Marion, TN",11215,10883
"47117","Marshall, TN",14969,14069
"47119","Maury, TN",54261,51654
"47121","Meigs, TN",3802,3743
"47123","Monroe, TN",20377,19609
"47125","Montgomery, TN",83159,81903
"47127","Moore, TN",3562,3574
"47129","Morgan, TN",5036,5087
"47131","Obion, TN",15376,14993
"47133","Overton, TN",8855,8566
"47135","Perry, TN",3336,3083
"47137","Pickett, TN",2087,2017
"47139","Polk, TN",4370,4262
"47141","Putnam, TN",49590,49244
"47143","Rhea, TN",14765,14181
"47145","Roane, TN",25834,25881
"47147","Robertson, TN",34678,34035
"47149","Rutherford, TN",187793,181221
"47151","Scott, TN",8542,8092
"47153","Sequatchie, TN",5045,4940
"47155","Sevier, TN",65902,61258
"47157","Shelby, TN",684044,652773
"47159","Smith, TN",8563,8341
"47161","Stewart, TN",4781,4664
"47163","Sullivan, TN",90303,87516
"47165","Sumner, TN",90597,88436
"47167","Tipton, TN",18797,18659
"47169","Trousdale, TN",3337,3177
"47171","Unicoi, TN",6689,6550
"47173","Union, TN",5096,5031
"47175","Van Buren, TN",1736,1660
"47177","Warren, TN",19157,18909
"47179","Washington, TN",81879,79508
"47181","Wayne, TN",6046,6118
"47183","Weakley, TN",16763,16587
"47185","White, TN",11491,11031
"47187","Williamson, TN",210169,203970
"47189","Wilson, TN",75382,76738
"48001","Anderson, TX",28945,27911
"48003","Andrews, TX",10825,9623
"48005","Angelina, TX",48126,46271
"48007","Aransas, TX",10871,10604
"48009","Archer, TX",4407,4190
"48011","Armstrong, TX",1030,1040
"48013","Atascosa, TX",23084,21157
"48015","Austin, TX",18732,18460
"48017","Bailey, TX",3367,3316
"48019","Bandera, TX",8705,8503
"48021","Bastrop, TX",34463,33555
"48023","Baylor, TX",2222,2240
"48025","Bee, TX",12953,12365
"48027","Bell, TX",202590,198689
"48029","Bexar, TX",1248267,1186582
"48031","Blanco, TX",7355,7346
"48033","Borden, TX",536,582
"48035","Bosque, TX",8112,8001
"48037","Bowie, TX",55576,53484
"48039","Brazoria, TX",175673,167522
"48041","Brazos, TX",144009,138758
"48043","Brewster, TX",6385,6084
"48045","Briscoe, TX",890,856
"48047","Brooks, TX",4050,3890
"48049","Brown, TX",22631,21668
"48051","Burleson, TX",9024,8755
"48053","Burnet, TX",27593,27152
"48055","Caldwell, TX",16636,16193
"48057","Calhoun, TX",16019,15363
"48059","Callahan, TX",5950,5704
"48061","Cameron, TX",197900,191564
"48063","Camp, TX",5424,5288
"48065","Carson, TX",6234,6335
"48067","Cass, TX",12621,12134
"48069","Castro, TX",3916,3904
"48071","Chambers, TX",24500,23855
"48073","Cherokee, TX",23027,22552
"48075","Childress, TX",3728,3773
"48077","Clay, TX",4221,4147
"48079","Cochran, TX",1329,1317
"48081","Coke, TX",1680,1605
"48083","Coleman, TX",4401,4322
"48085","Collin, TX",661964,653140
"48087","Collingsworth, TX",1672,1604
"48089","Colorado, TX",12558,12218
"48091","Comal, TX",94918,92879
"48093","Comanche, TX",7245,7240
"48095","Concho, TX",1714,1818
"48097","Cooke, TX",25263,23668
"48099","Coryell, TX",23896,22849
"48101","Cottle, TX",932,961
"48103","Crane, TX",1818,1757
"48105","Crockett, TX",2361,2188
"48107","Crosby, TX",2369,2279
"48109","Culberson, TX",1671,1766
"48111","Dallam, TX",5247,5074
"48113","Dallas, TX",2343435,2244283
"48115","Dawson, TX",6584,6277
"48117","Deaf Smith, TX",9883,9983
"48119","Delta, TX",2264,2203
"48121","Denton, TX",427939,419727
"48123","DeWitt, TX",12818,11985
"48125","Dickens, TX",1377,1350
"48127","Dimmit, TX",7430,6316
"48129","Donley, TX",1976,1952
"48131","Duval, TX",6194,5870
"48133","Eastland, TX",11584,10583
"48135","Ector, TX",107057,93674
"48137","Edwards, TX",1331,1429
"48139","Ellis, TX",86897,85407
"48141","El Paso, TX",457125,439597
"48143","Erath, TX",26262,24955
"48145","Falls, TX",6764,6543
"48147","Fannin, TX",15250,15009
"48149","Fayette, TX",17542,16727
"48151","Fisher, TX",1927,1923
"48153","Floyd, TX",2905,2847
"48155","Foard, TX",782,779
"48157","Fort Bend, TX",353219,341062
"48159","Franklin, TX",5343,5444
"48161","Freestone, TX",8589,8343
"48163","Frio, TX",10460,9487
"48165","Gaines, TX",12234,11719
"48167","Galveston, TX",166156,159197
"48169","Garza, TX",3034,2771
"48171","Gillespie, TX",20927,20177
"48173","Glasscock, TX",1065,1083
"48175","Goliad, TX",3766,3656
"48177","Gonzales, TX",11801,11613
"48179","Gray, TX",11075,10366
"48181","Grayson, TX",72164,70554
"48183","Gregg, TX",101707,94520
"48185","Grimes, TX",13196,12621
"48187","Guadalupe, TX",68311,66576
"48189","Hale, TX",16451,15755
"48191","Hall, TX",1548,1529
"48193","Hamilton, TX",5129,5123
"48195","Hansford, TX",3237,3193
"48197","Hardeman, TX",2196,2165
"48199","Hardin, TX",21132,20531
"48201","Harris, TX",3277558,3104522
"48203","Harrison, TX",34717,33398
"48205","Hartley, TX",3595,3520
"48207","Haskell, TX",3330,3310
"48209","Hays, TX",115210,111994
"48211","Hemphill, TX",3284,2989
"48213","Henderson, TX",31988,31547
"48215","Hidalgo, TX",394011,378464
"48217","Hill, TX",16701,16178
"48219","Hockley, TX",13884,12533
"48221","Hood, TX",30809,28849
"48223","Hopkins, TX",20690,20362
"48225","Houston, TX",11398,11069
"48227","Howard, TX",18037,16655
"48229","Hudspeth, TX",1940,1825
"48231","Hunt, TX",46351,44911
"48233","Hutchinson, TX",10211,9836
"48235","Irion, TX",1461,1331
"48237","Jack, TX",5225,4972
"48239","Jackson, TX",8785,8408
"48241","Jasper, TX",14737,14218
"48243","Jeff Davis, TX",1336,1253
"48245","Jefferson, TX",159804,148619
"48247","Jim Hogg, TX",2632,2539
"48249","Jim Wells, TX",23052,20449
"48251","Johnson, TX",79386,78245
"48253","Jones, TX",7454,7390
"48255","Karnes, TX",10279,9808
"48257","Kaufman, TX",56614,55884
"48259","Kendall, TX",31627,30271
"48261","Kenedy, TX",691,557
"48263","Kent, TX",595,588
"48265","Kerr, TX",31891,30528
"48267","Kimble, TX",2879,2826
"48269","King, TX",242,237
"48271","Kinney, TX",1698,1643
"48273","Kleberg, TX",16121,15358
"48275","Knox, TX",1818,1796
"48277","Lamar, TX",31450,30306
"48279","Lamb, TX",6223,6173
"48281","Lampasas, TX",9004,8871
"48283","La Salle, TX",5035,4290
"48285","Lavaca, TX",12251,11880
"48287","Lee, TX",12390,11101
"48289","Leon, TX",9831,9381
"48291","Liberty, TX",31063,29632
"48293","Limestone, TX",12353,11743
"48295","Lipscomb, TX",2257,2149
"48297","Live Oak, TX",7195,6592
"48299","Llano, TX",10098,9680
"48301","Loving, TX",268,175
"48303","Lubbock, TX",197813,191591
"48305","Lynn, TX",2907,2846
"48307","McCulloch, TX",4664,4371
"48309","McLennan, TX",156295,153400
"48311","McMullen, TX",1158,1084
"48313","Madison, TX",6780,6555
"48315","Marion, TX",3664,3564
"48317","Martin, TX",4331,3732
"48319","Mason, TX",3054,2984
"48321","Matagorda, TX",16953,16241
"48323","Maverick, TX",24949,23780
"48325","Medina, TX",19418,19014
"48327","Menard, TX",1306,1298
"48329","Midland, TX",156578,138863
"48331","Milam, TX",10485,10323
"48333","Mills, TX",3036,3032
"48335","Mitchell, TX",3388,3317
"48337","Montague, TX",10499,9987
"48339","Montgomery, TX",306219,296040
"48341","Moore, TX",12892,12488
"48343","Morris, TX",5672,5324
"48345","Motley, TX",811,776
"48347","Nacogdoches, TX",32805,31697
"48349","Navarro, TX",26871,25482
"48351","Newton, TX",2782,2710
"48353","Nolan, TX",9079,8918
"48355","Nueces, TX",222589,207748
"48357","Ochiltree, TX",6724,6294
"48359","Oldham, TX",1500,1447
"48361","Orange, TX",32624,30823
"48363","Palo Pinto, TX",14678,13818
"48365","Panola, TX",13178,12058
"48367","Parker, TX",68502,65978
"48369","Parmer, TX",6847,6962
"48371","Pecos, TX",7964,7667
"48373","Polk, TX",20179,19725
"48375","Potter, TX",98845,95272
"48377","Presidio, TX",3304,3142
"48379","Rains, TX",4399,4337
"48381","Randall, TX",57911,56996
"48383","Reagan, TX",3030,2762
"48385","Real, TX",1775,1753
"48387","Red River, TX",5454,5441
"48389","Reeves, TX",10927,8385
"48391","Refugio, TX",3749,3541
"48393","Roberts, TX",547,545
"48395","Robertson, TX",8456,8338
"48397","Rockwall, TX",54985,53561
"48399","Runnels, TX",5288,5162
"48401","Rusk, TX",21899,20606
"48403","Sabine, TX",3820,3785
"48405","San Augustine, TX",3466,3050
"48407","San Jacinto, TX",6531,6322
"48409","San Patricio, TX",28089,27670
"48411","San Saba, TX",3840,3475
"48413","Schleicher, TX",1689,1597
"48415","Scurry, TX",9589,8729
"48417","Shackelford, TX",2735,2629
"48419","Shelby, TX",12985,12791
"48421","Sherman, TX",1663,1627
"48423","Smith, TX",151605,146854
"48425","Somervell, TX",5663,5270
"48427","Starr, TX",25584,24464
"48429","Stephens, TX",5648,5418
"48431","Sterling, TX",963,918
"48433","Stonewall, TX",1200,1179
"48435","Sutton, TX",2777,2362
"48437","Swisher, TX",3212,3140
"48439","Tarrant, TX",1323834,1272899
"48441","Taylor, TX",93195,90412
"48443","Terrell, TX",540,544
"48445","Terry, TX",5890,5577
"48447","Throckmorton, TX",1114,1101
"48449","Titus, TX",20889,20929
"48451","Tom Green, TX",71833,68915
"48453","Travis, TX",1098897,1060454
"48455","Trinity, TX",4695,4550
"48457","Tyler, TX",6780,6801
"48459","Upshur, TX",15096,14649
"48461","Upton, TX",2395,2523
"48463","Uvalde, TX",14945,14482
"48465","Val Verde, TX",27057,25537
"48467","Van Zandt, TX",22279,21777
"48469","Victoria, TX",54098,50225
"48471","Walker, TX",34742,33866
"48473","Waller, TX",30878,31715
"48475","Ward, TX",7989,6470
"48477","Washington, TX",24811,24461
"48479","Webb, TX",148037,139192
"48481","Wharton, TX",24863,24195
"48483","Wheeler, TX",3692,3538
"48485","Wichita, TX",80357,76168
"48487","Wilbarger, TX",7851,7679
"48489","Willacy, TX",6301,6109
"48491","Williamson, TX",291790,285961
"48493","Wilson, TX",18738,18022
"48495","Winkler, TX",4797,4450
"48497","Wise, TX",35804,34349
"48499","Wood, TX",18868,18538
"48501","Yoakum, TX",5433,4764
"48503","Young, TX",12086,11544
"48505","Zapata, TX",5498,4830
"48507","Zavala, TX",4650,4496
"49001","Beaver, UT",4134,4093
"49003","Box Elder, UT",30302,29746
"49005","Cache, UT",80653,81253
"49007","Carbon, UT",11426,11239
"49009","Daggett, UT",612,632
"49011","Davis, UT",194927,194722
"49013","Duchesne, UT",11638,11345
"49015","Emery, UT",4925,4941
"49017","Garfield, UT",3531,3253
"49019","Grand, UT",8413,7913
"49021","Iron, UT",28943,29196
"49023","Juab, UT",5598,5643
"49025","Kane, UT",5325,5232
"49027","Millard, UT",7091,7069
"49029","Morgan, UT",5267,5279
"49031","Piute, UT",636,610
"49033","Rich, UT",1635,1630
"49035","Salt Lake, UT",939256,922274
"49037","San Juan, UT",6636,6111
"49039","Sanpete, UT",13160,13207
"49041","Sevier, UT",12551,12477
"49043","Summit, UT",43204,40489
"49045","Tooele, UT",23836,24679
"49047","Uintah, UT",18178,17039
"49049","Utah, UT",373648,374181
"49051","Wasatch, UT",18247,18124
"49053","Washington, UT",103439,103888
"49055","Wayne, UT",1893,1857
"49057","Weber, UT",143806,141584
"50001","Addison, VT",24095,22640
"50003","Bennington, VT",25199,22840
"50005","Caledonia, VT",16794,15904
"50007","Chittenden, VT",137092,127489
"50009","Essex, VT",1890,1779
"50011","Franklin, VT",25866,24613
"50013","Grand Isle, VT",2692,2537
"50015","Lamoille, VT",18108,16117
"50017","Orange, VT",13831,12775
"50019","Orleans, VT",16474,15149
"50021","Rutland, VT",36796,33586
"50023","Washington, VT",47392,44481
"50025","Windham, VT",31733,28755
"50027","Windsor, VT",35971,33586
"51001","Accomack, VA",19926,18794
"51007","Amelia, VA",4615,4534
"51009","Amherst, VA",11571,11157
"51011","Appomattox, VA",5308,5246
"51013","Arlington, VA",241448,233541
"51017","Bath, VA",2986,2538
"51019","Bedford, VA*",30939,30019
"51021","Bland, VA",2821,2683
"51023","Botetourt, VA",16612,15636
"51025","Brunswick, VA",5364,5055
"51027","Buchanan, VA",8084,7227
"51029","Buckingham, VA",5158,4955
"51033","Caroline, VA",9712,9296
"51036","Charles City, VA",2587,2515
"51037","Charlotte, VA",4766,4542
"51041","Chesterfield, VA",193488,187217
"51043","Clarke, VA",6973,6572
"51045","Craig, VA",1452,1426
"51047","Culpeper, VA",23843,23171
"51049","Cumberland, VA",2404,2316
"51051","Dickenson, VA",4475,4356
"51057","Essex, VA",5178,4983
"51061","Fauquier, VA",36841,35696
"51063","Floyd, VA",6400,6161
"51065","Fluvanna, VA",7873,7719
"51067","Franklin, VA",22879,22375
"51071","Giles, VA",6521,6515
"51073","Gloucester, VA",14212,13829
"51075","Goochland, VA",23430,24128
"51077","Grayson, VA",5514,5418
"51079","Greene, VA",6527,6343
"51083","Halifax, VA",16289,15318
"51085","Hanover, VA",73913,69850
"51087","Henrico, VA",256481,243903
"51091","Highland, VA",1204,1163
"51093","Isle of Wight, VA",15662,15253
"51097","King and Queen, VA",1906,1913
"51099","King George, VA",15892,16222
"51101","King William, VA",6305,6045
"51103","Lancaster, VA",6996,6699
"51105","Lee, VA",6871,6739
"51107","Loudoun, VA",254097,242426
"51109","Louisa, VA",14882,14714
"51111","Lunenburg, VA",4002,3838
"51113","Madison, VA",5826,5719
"51115","Mathews, VA",3046,2942
"51117","Mecklenburg, VA",15401,14797
"51119","Middlesex, VA",5314,5058
"51125","Nelson, VA",6689,6224
"51127","New Kent, VA",8583,8604
"51131","Northampton, VA",6370,6011
"51133","Northumberland, VA",4491,4396
"51135","Nottoway, VA",7586,7246
"51137","Orange, VA",15082,14347
"51139","Page, VA",8749,8335
"51141","Patrick, VA",6960,6492
"51145","Powhatan, VA",12434,12243
"51147","Prince Edward, VA",12356,11540
"51155","Pulaski, VA",18103,16504
"51157","Rappahannock, VA",3488,3381
"51159","Richmond, VA",4170,4093
"51167","Russell, VA",9875,9542
"51169","Scott, VA",7969,7487
"51171","Shenandoah, VA",20822,19940
"51173","Smyth, VA",15838,14956
"51179","Stafford, VA",67722,66398
"51181","Surry, VA",3057,2951
"51183","Sussex, VA",4783,4618
"51185","Tazewell, VA",18852,18033
"51187","Warren, VA",18286,17885
"51193","Westmoreland, VA",5906,5600
"51197","Wythe, VA",15203,14640
"51510","Alexandria (Independent City), VA",124505,116764
"51550","Chesapeake (Independent City), VA",137671,133971
"51650","Hampton (Independent City), VA",77430,73733
"51700","Newport News (Independent City), VA",132486,128392
"51710","Norfolk (Independent City), VA",193566,184989
"51740","Portsmouth (Independent City), VA",61320,59752
"51760","Richmond (Independent City), VA",204415,192020
"51770","Roanoke (Independent City), VA",81099,76851
"51800","Suffolk (Independent City), VA",45458,44708
"51810","Virginia Beach (Independent City), VA",269803,258073
"51901","Albemarle + Charlottesville, VA*",136653,128179
"51903","Alleghany + Covington, VA*",9760,9120
"51907","Augusta, Staunton + Waynesboro, VA*",66458,63909
"51911","Campbell + Lynchburg, VA*",90810,86266
"51913","Carroll + Galax, VA*",16386,15588
"51918","Dinwiddie, Colonial Heights + Petersburg, VA*",41676,39421
"51919","Fairfax, Fairfax City + Falls Church, VA*",935200,897885
"51921","Frederick + Winchester, VA*",76886,75920
"51923","Greensville + Emporia, VA*",9252,8836
"51929","Henry + Martinsville, VA*",31483,30121
"51931","James City + Williamsburg, VA*",58761,52296
"51933","Montgomery + Radford, VA*",64863,61943
"51939","Pittsylvania + Danville, VA*",49555,47486
"51941","Prince George + Hopewell, VA*",36808,35834
"51942","Prince William, Manassas + Manassas Park, VA*",254845,244311
"51944","Roanoke + Salem, VA*",76160,73363
"51945","Rockbridge, Buena Vista + Lexington, VA*",19605,18452
"51947","Rockingham + Harrisonburg, VA*",87230,82855
"51949","Southampton + Franklin, VA*",11172,10867
"51951","Spotsylvania + Fredericksburg, VA*",84803,80628
"51953","Washington + Bristol, VA*",39157,37132
"51955","Wise + Norton, VA*",19026,18065
"51958","York + Poquoson, VA*",35493,33041
"53001","Adams, WA",9816,9608
"53003","Asotin, WA",9346,9286
"53005","Benton, WA",116100,111173
"53007","Chelan, WA",56181,52599
"53009","Clallam, WA",34709,33364
"53011","Clark, WA",239092,229271
"53013","Columbia, WA",2374,2272
"53015","Cowlitz, WA",51437,49881
"53017","Douglas, WA",17377,16637
"53019","Ferry, WA",2751,2761
"53021","Franklin, WA",44076,42590
"53023","Garfield, WA",1152,1129
"53025","Grant, WA",51025,50046
"53027","Grays Harbor, WA",31339,29694
"53029","Island, WA",37219,36140
"53031","Jefferson, WA",15515,14824
"53033","King, WA",1841366,1748170
"53035","Kitsap, WA",131611,126076
"53037","Kittitas, WA",23066,22276
"53039","Klickitat, WA",11629,11125
"53041","Lewis, WA",37343,36116
"53043","Lincoln, WA",4949,4901
"53045","Mason, WA",21075,20196
"53047","Okanogan, WA",23484,22423
"53049","Pacific, WA",10066,9470
"53051","Pend Oreille, WA",5000,4677
"53053","Pierce, WA",456937,440560
"53055","San Juan, WA",11426,10510
"53057","Skagit, WA",71331,67022
"53059","Skamania, WA",3745,3488
"53061","Snohomish, WA",403849,383778
"53063","Spokane, WA",310501,299070
"53065","Stevens, WA",17544,17287
"53067","Thurston, WA",156079,149824
"53069","Wahkiakum, WA",1531,1537
"53071","Walla Walla, WA",36963,36328
"53073","Whatcom, WA",129888,121924
"53075","Whitman, WA",26962,25670
"53077","Yakima, WA",137626,132124
"54001","Barbour, WV",5583,5582
"54003","Berkeley, WV",49499,48127
"54005","Boone, WV",5915,5480
"54007","Braxton, WV",5017,4869
"54009","Brooke, WV",9898,9334
"54011","Cabell, WV",64482,61162
"54013","Calhoun, WV",2406,2352
"54015","Clay, WV",1960,1969
"54017","Doddridge, WV",2607,2667
"54019","Fayette, WV",13758,13125
"54021","Gilmer, WV",2998,2846
"54023","Grant, WV",5144,5071
"54025","Greenbrier, WV",18439,17284
"54027","Hampshire, WV",7002,6949
"54029","Hancock, WV",12284,11268
"54031","Hardy, WV",7891,7612
"54033","Harrison, WV",47317,44263
"54035","Jackson, WV",12610,11349
"54037","Jefferson, WV",24143,22731
"54039","Kanawha, WV",121285,114711
"54041","Lewis, WV",8664,7408
"54043","Lincoln, WV",3500,3501
"54045","Logan, WV",12220,11248
"54047","McDowell, WV",5186,4866
"54049","Marion, WV",24569,22886
"54051","Marshall, WV",15571,13799
"54053","Mason, WV",8196,8125
"54055","Mercer, WV",25271,24265
"54057","Mineral, WV",10907,10821
"54059","Mingo, WV",6972,6137
"54061","Monongalia, WV",74654,71493
"54063","Monroe, WV",3951,3896
"54065","Morgan, WV",4847,4847
"54067","Nicholas, WV",9483,8928
"54069","Ohio, WV",35060,32471
"54071","Pendleton, WV",2912,2871
"54073","Pleasants, WV",3572,3026
"54075","Pocahontas, WV",4717,4442
"54077","Preston, WV",11658,11459
"54079","Putnam, WV",27846,26855
"54081","Raleigh, WV",40034,37477
"54083","Randolph, WV",14727,14119
"54085","Ritchie, WV",4840,4671
"54087","Roane, WV",4813,4724
"54089","Summers, WV",3580,3483
"54091","Taylor, WV",5037,4867
"54093","Tucker, WV",3553,3414
"54095","Tyler, WV",3105,2840
"54097","Upshur, WV",10351,9988
"54099","Wayne, WV",11387,10957
"54101","Webster, WV",2189,2096
"54103","Wetzel, WV",5701,5497
"54105","Wirt, WV",1269,1248
"54107","Wood, WV",45265,42552
"54109","Wyoming, WV",5458,5382
"55001","Adams, WI",6710,6305
"55003","Ashland, WI",10480,9760
